Epoch,tr1,val1,tr2,val2,tr3,val3,tr4,val4,tr5,val5
0,0.7223721742630005,0.688645601272583,0.7190457582473755,0.6564195156097412,0.7176809310913086,0.7043951749801636,0.7251562476158142,0.6930843591690063,0.7154012322425842,0.7147785425186157
1,0.7046983242034912,0.7122896909713745,0.7373178601264954,0.6930569410324097,0.7231180667877197,0.7247331142425537,0.7302963733673096,0.6911357641220093,0.7295786142349243,0.6630227565765381
2,0.7541003227233887,0.673737645149231,0.7243697047233582,0.7120839357376099,0.7563430070877075,0.7159014940261841,0.7395597696304321,0.705475926399231,0.7568788528442383,0.7101744413375854
3,0.7516762018203735,0.6993255615234375,0.7448921203613281,0.7255297899246216,0.7479676008224487,0.654464840888977,0.728581428527832,0.7198784947395325,0.7180296182632446,0.7384192943572998
4,0.754244327545166,0.7245049476623535,0.7492972016334534,0.7012457847595215,0.7564756870269775,0.6668510437011719,0.7692540287971497,0.6842736005783081,0.751602292060852,0.6968542337417603
5,0.7582371234893799,0.6454068422317505,0.7642471790313721,0.7339377403259277,0.7694923877716064,0.7015292048454285,0.7581448554992676,0.6600547432899475,0.7670517563819885,0.7100419998168945
6,0.7691871523857117,0.725562572479248,0.7498106360435486,0.6720846891403198,0.7743887305259705,0.7310100793838501,0.7593878507614136,0.689603328704834,0.7693953514099121,0.7130338549613953
7,0.7631992101669312,0.6490074396133423,0.7615888714790344,0.6656011939048767,0.7765868902206421,0.7360239028930664,0.7721685171127319,0.7414065599441528,0.7926638126373291,0.7360726594924927
8,0.7877597808837891,0.7160423398017883,0.7730382680892944,0.697080671787262,0.7900775671005249,0.726373016834259,0.7686892747879028,0.7374651432037354,0.7750035524368286,0.6661257743835449
9,0.7840723991394043,0.6951544880867004,0.7769311666488647,0.7039999961853027,0.7927196025848389,0.6991922855377197,0.777884840965271,0.7387352585792542,0.7844028472900391,0.6925112009048462
10,0.8093787431716919,0.7158595323562622,0.7741498351097107,0.7541446685791016,0.8122650980949402,0.730036199092865,0.803836464881897,0.7373009920120239,0.7949614524841309,0.7218157649040222
11,0.8096061944961548,0.7351475358009338,0.7972863912582397,0.7216782569885254,0.8190588355064392,0.7413907051086426,0.8050961494445801,0.7249630093574524,0.8097706437110901,0.7080267667770386
12,0.8184106349945068,0.7404022216796875,0.7952995300292969,0.7429426908493042,0.8180692791938782,0.7556255459785461,0.8065195679664612,0.7366814613342285,0.8001415729522705,0.669536828994751
13,0.818832516670227,0.7264983654022217,0.8053548336029053,0.7463643550872803,0.8232144117355347,0.7381539344787598,0.8179646134376526,0.7335598468780518,0.8262581825256348,0.7136085033416748
14,0.8132815361022949,0.7448585033416748,0.8084703087806702,0.7320228815078735,0.8279401063919067,0.758674144744873,0.8135559558868408,0.7418521642684937,0.8171889781951904,0.7223159074783325
15,0.8220964670181274,0.7309445738792419,0.811691164970398,0.7077090740203857,0.8369052410125732,0.7535456418991089,0.8150286674499512,0.7398262023925781,0.8165727853775024,0.7051733732223511
16,0.8304566740989685,0.7117376327514648,0.8170032501220703,0.7297622561454773,0.83084636926651,0.7341825366020203,0.8321441411972046,0.7531116604804993,0.8263586759567261,0.7117998600006104
17,0.8175843954086304,0.7510687112808228,0.8210589289665222,0.7488536238670349,0.8381413221359253,0.7470172643661499,0.8187919855117798,0.7547426819801331,0.8371433019638062,0.7524052262306213
18,0.8342598676681519,0.7259277105331421,0.8186206817626953,0.7523140907287598,0.8440827131271362,0.7665077447891235,0.8302386999130249,0.7669674754142761,0.8298439979553223,0.760424017906189
19,0.8433789014816284,0.7336593270301819,0.8329792022705078,0.7356970310211182,0.8504904508590698,0.7565053701400757,0.8373250961303711,0.7562483549118042,0.8375122547149658,0.7318853139877319
20,0.839802622795105,0.744303822517395,0.8355827927589417,0.7597298622131348,0.851509690284729,0.7494314908981323,0.8405486345291138,0.7351056933403015,0.8571362495422363,0.7570418119430542
21,0.8498953580856323,0.7411741018295288,0.8414069414138794,0.7681907415390015,0.8587470650672913,0.7719409465789795,0.8426920771598816,0.7520874738693237,0.8527411818504333,0.7693367600440979
22,0.8469212055206299,0.7375916242599487,0.8470407724380493,0.7300930023193359,0.8637804985046387,0.7670499086380005,0.8512212038040161,0.7619086503982544,0.8584734201431274,0.7597575187683105
23,0.8479330539703369,0.727703332901001,0.8549039363861084,0.7474533915519714,0.8578817248344421,0.7703527212142944,0.8480279445648193,0.7617761492729187,0.8600229024887085,0.744993269443512
24,0.8648247718811035,0.7340975999832153,0.8612076044082642,0.7737551927566528,0.870978832244873,0.7690564393997192,0.8517799973487854,0.7696068286895752,0.8579692840576172,0.7590793371200562
25,0.8655679225921631,0.7514123916625977,0.855764627456665,0.7761062383651733,0.8709172606468201,0.7597131729125977,0.8633487224578857,0.7562936544418335,0.8698396682739258,0.755981981754303
26,0.859807014465332,0.7675743103027344,0.8556526899337769,0.7594397664070129,0.8706698417663574,0.7818403244018555,0.8604121208190918,0.7495774030685425,0.8702154159545898,0.7562022805213928
27,0.8589551448822021,0.7539368867874146,0.8521665930747986,0.7471840977668762,0.880785346031189,0.7740834951400757,0.8577384948730469,0.7636880874633789,0.8719574809074402,0.754225492477417
28,0.8702734708786011,0.7570532560348511,0.8625164031982422,0.7661120891571045,0.873916506767273,0.7843443155288696,0.8608776330947876,0.7579715251922607,0.878151535987854,0.7491254806518555
29,0.8664398789405823,0.7286059260368347,0.8585504293441772,0.7695659399032593,0.8649218082427979,0.7685463428497314,0.8678371906280518,0.7655826807022095,0.8703172206878662,0.7522945404052734
30,0.8698948621749878,0.7453812956809998,0.8654959201812744,0.7603358030319214,0.8805025815963745,0.7694988250732422,0.8730326294898987,0.7757550477981567,0.8808963298797607,0.7674356698989868
31,0.8678661584854126,0.7513261437416077,0.8721939325332642,0.757867693901062,0.8804111480712891,0.7736178636550903,0.872986912727356,0.7658239603042603,0.8816622495651245,0.7617835402488708
32,0.8730148077011108,0.7666726112365723,0.8714891672134399,0.7878002524375916,0.8907040357589722,0.7747106552124023,0.8635662198066711,0.7832114696502686,0.8878902792930603,0.7625119686126709
33,0.8747011423110962,0.7643744945526123,0.8765562772750854,0.770590603351593,0.8892592191696167,0.7761061787605286,0.879454493522644,0.7624335289001465,0.8879244923591614,0.7674304842948914
34,0.8785780072212219,0.7594977617263794,0.8680006265640259,0.7616071701049805,0.8931457996368408,0.7790693044662476,0.877787172794342,0.7717499732971191,0.8869575262069702,0.7701457738876343
35,0.8731921315193176,0.7647225856781006,0.8784918785095215,0.7755533456802368,0.8895540237426758,0.7829562425613403,0.8752410411834717,0.772260308265686,0.8880195021629333,0.7715244293212891
36,0.8737082481384277,0.7661614418029785,0.8816511631011963,0.7721858024597168,0.8934370279312134,0.7814656496047974,0.8801277279853821,0.7664351463317871,0.884848415851593,0.7731730341911316
37,0.8833601474761963,0.7691160440444946,0.87790846824646,0.771263837814331,0.898101806640625,0.7842215299606323,0.875849723815918,0.7777369022369385,0.8905554413795471,0.7843216061592102
38,0.872641921043396,0.7740359306335449,0.8814687728881836,0.7730269432067871,0.8987834453582764,0.7798565626144409,0.8798581957817078,0.769209086894989,0.8940788507461548,0.7687792778015137
39,0.883381724357605,0.7672454118728638,0.8857985734939575,0.7806623578071594,0.8877266049385071,0.7784410119056702,0.8828263282775879,0.7721911668777466,0.8948283195495605,0.7646070718765259
40,0.8869503736495972,0.7589089870452881,0.8774031400680542,0.7801769971847534,0.9008582830429077,0.7730269432067871,0.8844636678695679,0.7643481492996216,0.8916620016098022,0.7659510374069214
41,0.8815604448318481,0.7717747688293457,0.8860869407653809,0.7832255959510803,0.8944582939147949,0.7785038352012634,0.8869416117668152,0.7747708559036255,0.8962868452072144,0.7753698825836182
42,0.8888692855834961,0.779498815536499,0.8916611671447754,0.787635862827301,0.9040640592575073,0.772373616695404,0.8835233449935913,0.7692369222640991,0.8942579627037048,0.7770750522613525
43,0.8859849572181702,0.7712493538856506,0.8923014998435974,0.7760533690452576,0.9042509198188782,0.7765287160873413,0.8939873576164246,0.7653034925460815,0.893981397151947,0.7678278684616089
44,0.8886836767196655,0.7722280621528625,0.8914588689804077,0.7841838598251343,0.9001144766807556,0.7825920581817627,0.8837318420410156,0.7781708240509033,0.8944014310836792,0.7780601978302002
45,0.8846213221549988,0.774029016494751,0.8910572528839111,0.7986977100372314,0.9021550416946411,0.7788702249526978,0.8942760825157166,0.7719783782958984,0.8915890455245972,0.7801769971847534
46,0.8887661695480347,0.7656365633010864,0.8827834129333496,0.7888537049293518,0.9014827013015747,0.7800478935241699,0.8900197744369507,0.7707501649856567,0.8978298902511597,0.7655283212661743
47,0.8933343291282654,0.7644672989845276,0.8869360685348511,0.7840216159820557,0.9024233818054199,0.7795232534408569,0.8996446132659912,0.768704891204834,0.8982199430465698,0.7678278684616089
