Epoch,tr1,val1,tr2,val2,tr3,val3,tr4,val4,tr5,val5
0,0.5,0.5,0.5,0.5,0.5758428573608398,0.556487500667572,0.6391029357910156,0.6031054854393005,0.6800799369812012,0.6280797123908997
1,0.6414749622344971,0.5475649833679199,0.5,0.5,0.6458327770233154,0.6252089738845825,0.6713531017303467,0.6145352125167847,0.6760561466217041,0.6463065147399902
2,0.6902042627334595,0.6237503290176392,0.6235884428024292,0.5021721720695496,0.6725146770477295,0.6314514875411987,0.6688342094421387,0.62461256980896,0.6738787889480591,0.651830792427063
3,0.6878172159194946,0.6285428404808044,0.6574500799179077,0.5758640170097351,0.6849865317344666,0.6378868818283081,0.6790796518325806,0.6233106851577759,0.6857845187187195,0.6580937504768372
4,0.6924116611480713,0.6474758386611938,0.6574822664260864,0.5863094329833984,0.6812077760696411,0.6424006223678589,0.6802240014076233,0.6280601024627686,0.6820971965789795,0.6579509377479553
5,0.6983529329299927,0.6262590885162354,0.6630237102508545,0.5979347229003906,0.6710208654403687,0.6583592891693115,0.688439667224884,0.6291725039482117,0.6871527433395386,0.6468843817710876
6,0.6969256401062012,0.6353529095649719,0.6579668521881104,0.6092427372932434,0.6805207133293152,0.6527315378189087,0.6832516193389893,0.63272625207901,0.691394031047821,0.6591855883598328
7,0.6980854868888855,0.6531183123588562,0.6542593240737915,0.6186238527297974,0.6863194704055786,0.6575767993927002,0.6865543127059937,0.6317570209503174,0.6969411373138428,0.6649511456489563
8,0.6901726722717285,0.6399117708206177,0.6678807735443115,0.6218310594558716,0.6759904623031616,0.6625770926475525,0.6960961222648621,0.6349611282348633,0.6843492984771729,0.6692848801612854
9,0.6955546140670776,0.6425365805625916,0.6697192788124084,0.6242462396621704,0.676901638507843,0.6651740074157715,0.6890078783035278,0.6323392391204834,0.6928871870040894,0.6615867018699646
10,0.6937711834907532,0.650452196598053,0.6600411534309387,0.6323209404945374,0.687611997127533,0.6566693782806396,0.695794939994812,0.6292014122009277,0.6861217021942139,0.6640890836715698
11,0.6975911855697632,0.6454919576644897,0.6738353967666626,0.6354846358299255,0.6921941041946411,0.6600338220596313,0.69459468126297,0.630754292011261,0.6899216771125793,0.6643887758255005
12,0.6967687606811523,0.6497889757156372,0.6784204244613647,0.6384664177894592,0.6848004460334778,0.6615787148475647,0.6886475086212158,0.6422889828681946,0.6948390603065491,0.6673737168312073
13,0.691906213760376,0.6557935476303101,0.6548301577568054,0.6381916999816895,0.6906566619873047,0.6620367169380188,0.7028537392616272,0.6349018812179565,0.6915944814682007,0.6688608527183533
14,0.6942533254623413,0.6534533500671387,0.6767987012863159,0.6398991346359253,0.6888325214385986,0.6641908288002014,0.6977571249008179,0.6391437649726868,0.6878387331962585,0.6655719876289368
15,0.693649172782898,0.6551242470741272,0.6757931113243103,0.6375038623809814,0.6900993585586548,0.6618519425392151,0.697170615196228,0.6443537473678589,0.6887458562850952,0.6718459725379944
16,0.6955146789550781,0.6598246097564697,0.6665469408035278,0.6426023840904236,0.6894526481628418,0.6685581803321838,0.692275881767273,0.6356159448623657,0.6910527944564819,0.6753748655319214
