Epoch,tr1,val1,tr2,val2,tr3,val3,tr4,val4,tr5,val5
26,0.8523824214935303,0.7853637933731079,0.8664828538894653,0.7862533330917358,0.8525183200836182,0.777021050453186,0.8606749773025513,0.7877957224845886,0.8584389090538025,0.7723324298858643
27,0.8515140414237976,0.7811830043792725,0.8595952987670898,0.7864725589752197,0.8632525205612183,0.7774981260299683,0.8526484966278076,0.781444787979126,0.8665532469749451,0.7671294212341309
28,0.8563897013664246,0.7708395719528198,0.8547219634056091,0.7653034925460815,0.8566476702690125,0.7658306360244751,0.8554824590682983,0.7704493999481201,0.8586651086807251,0.7548172473907471
29,0.8625328540802002,0.7717878818511963,0.8602621555328369,0.7855021953582764,0.8528339862823486,0.7847332954406738,0.8497108221054077,0.7920849323272705,0.8634954690933228,0.7650203108787537
30,0.8550082445144653,0.7850651741027832,0.8713569045066833,0.7800477743148804,0.8612272143363953,0.7723233699798584,0.8576883673667908,0.7806171774864197,0.8661178350448608,0.7671537399291992
31,0.867163896560669,0.7694549560546875,0.8603520393371582,0.7786505222320557,0.8643306493759155,0.771138072013855,0.8631026148796082,0.7782023549079895,0.8547376394271851,0.7554112076759338
32,0.8625092506408691,0.7741289138793945,0.8689558506011963,0.7762546539306641,0.8625664710998535,0.7741721272468567,0.8639722466468811,0.7878862619400024,0.8663063645362854,0.7681081295013428
33,0.8688366413116455,0.7798997163772583,0.8697315454483032,0.7714119553565979,0.867825984954834,0.7797801494598389,0.8616238832473755,0.7799016237258911,0.8681188225746155,0.767988920211792
34,0.8628109693527222,0.7780102491378784,0.86903977394104,0.791677713394165,0.8759588599205017,0.7745835185050964,0.8620027303695679,0.7852352261543274,0.8587781190872192,0.7547940015792847
35,0.8705026507377625,0.7818670272827148,0.8658376336097717,0.7878273725509644,0.8648335933685303,0.7785090208053589,0.8710988759994507,0.786626398563385,0.8678076267242432,0.7691735029220581
36,0.8692476749420166,0.7861412763595581,0.869322657585144,0.7905051708221436,0.8644283413887024,0.7797710299491882,0.8643389940261841,0.7881147861480713,0.8615903854370117,0.7785574197769165
37,0.8720116019248962,0.7793321013450623,0.866687536239624,0.7800056338310242,0.8704224824905396,0.7756962776184082,0.8663246631622314,0.7648931741714478,0.870598554611206,0.7662028074264526
38,0.8699204921722412,0.7746825814247131,0.8627608418464661,0.7898889780044556,0.8669402599334717,0.7714041471481323,0.8771406412124634,0.7651707530021667,0.8713892698287964,0.7728078961372375
39,0.8740236759185791,0.7773226499557495,0.8744255900382996,0.7806623578071594,0.8757481575012207,0.7648728489875793,0.8682836294174194,0.7656640410423279,0.8717483282089233,0.7761930227279663
40,0.8756319880485535,0.7844514846801758,0.867585301399231,0.7801544666290283,0.8683528900146484,0.7733420133590698,0.8723838925361633,0.7727634906768799,0.8713414669036865,0.7698458433151245
41,0.8761641383171082,0.7740073204040527,0.8744398355484009,0.7916065454483032,0.8699365854263306,0.773747444152832,0.8747413158416748,0.78447425365448,0.862427830696106,0.7669714689254761
42,0.8651652336120605,0.7863255739212036,0.8762856125831604,0.7851173877716064,0.8765307664871216,0.7793339490890503,0.8733349442481995,0.7740289568901062,0.8724938631057739,0.7750816345214844
43,0.8688081502914429,0.7759541273117065,0.8725696802139282,0.7915154695510864,0.8743427991867065,0.7758373022079468,0.8711138367652893,0.7846245765686035,0.8708521127700806,0.7699617743492126
44,0.8743439316749573,0.772902250289917,0.8707435131072998,0.784172773361206,0.8711174130439758,0.7801769971847534,0.8818545937538147,0.7793575525283813,0.8737785220146179,0.77059406042099
45,0.875534176826477,0.7753993272781372,0.8747351169586182,0.7846013307571411,0.8766403198242188,0.7783044576644897,0.872154712677002,0.7737552523612976,0.8730934858322144,0.7657197713851929
46,0.8704834580421448,0.7810406684875488,0.8780988454818726,0.781828761100769,0.8744274377822876,0.7755533456802368,0.8762730956077576,0.7734801173210144,0.8755148649215698,0.7770923972129822
47,0.8731887340545654,0.7797327637672424,0.8699809312820435,0.7870327234268188,0.8795194625854492,0.7779395580291748,0.877408504486084,0.7893158197402954,0.8752158880233765,0.7688518762588501
48,0.8791239261627197,0.781694769859314,0.8782320022583008,0.7936396598815918,0.8779761791229248,0.774029016494751,0.8704667091369629,0.7832033038139343,0.878865122795105,0.7673081159591675
49,0.8757188320159912,0.7796175479888916,0.8799294233322144,0.7838706970214844,0.8784222602844238,0.7838952541351318,0.8739149570465088,0.7990405559539795,0.8666929006576538,0.7740375995635986
